0,1,2,3
1123_train,Earnings alert: Nokia sees lower profit,"Plus: Adobe strong despite drop...Linux demand lifts Red Hat profit...Strong sales of phones, other gadgets boost PalmOne profit.",Sci/Tech
1124_train,SpaceShipOne a Flight Away From  #36;10M Prize (AP),"AP - SpaceShipOne is one flight away from clinching the Ansari X Prize, a  #36;10 million award for the first privately developed manned rocket to reach space twice within 14 days.",Sci/Tech
1125_train,AMD to demonstrate dual-core chips,"Aiming to deflate archrival Intel, Advanced Micro Devices this week will show off its dual-core chips, which will start to trickle out toward the middle of next year.",Sci/Tech
1126_train,Microsoft Debuts Own Web Search Technology,"Microsoft Corp. finally debuted its own Web search technology on Thursday, hoping to challenge Google Inc.''s long dominance of the field with results tailored to a user''s location and answers from its Encarta encyclopedia.",Sci/Tech
1127_train,Nicotine Addiction Gene Identified,"Researchers say they have identified brain cell receptors that appear to be responsible for nicotine addiction, a finding of clear importance for smokers who are desperately trying to kick the habit.",Sci/Tech
1128_train,Segway may go off-road,The scooter maker is testing a new four-wheel gadget that travels 20 mph and can handle rough terrain.,Sci/Tech
1129_train,"IDC Raises 2004 PC Outlook, Trims 2005 Forecast"," FRANKFURT (Reuters) - Market research firm IDC has raised  its 2004 forecast for global personal computer sales growth to  14.2 percent from 13.5 percent, driven by high commercial  demand, it said on Monday.",Sci/Tech
112_train,Alcoa Cautions About Below-Market Offer," NEW YORK (Reuters) - Alcoa Inc. &lt;A HREF=''http://www.investor.reuters.com/FullQuote.aspx?ticker=AA.N target=/stocks/quickinfo/fullquote''&gt;AA.N&lt;/A&gt;, the world''s biggest  aluminum producer, on Monday cautioned its shareholders about  an unsolicited, below-market ''mini-tender'' offer being made by  Toronto-based TRC Capital Corp. to buy up to 3.5 million of its  shares.",Business
1130_train,Brazil to Limit Uranium Plant Access as Powell Visits (Update1),"Brazil will limit United Nations #39; access to a uranium enrichment plant as US Secretary of State Colin Powell visits the country to press for unimpeded inspections, the country #39;s ambassador in Washington said.",Sci/Tech
1131_train,Gateway PC keeps it cool,Game-friendly desktop PC uses fans and a wind tunnel to bring down the temperature and the noise.,Sci/Tech
1132_train,Robotic Craft #39;s Launch Delayed At Least 2 Days,"NASA postponed for at least two days the launch of its robotic satellite-chasing spacecraft because the target satellite temporarily lost reception of a key navigational signal, the agency said yesterday.",Sci/Tech
1133_train,US families suffer from web withdraw,"The study, which was conducted by Yahoo and media agency OMD, examined the way in which 13 US households reacted to being denied access to the internet for two weeks.",Sci/Tech
1134_train,Foxes kill Great Bustard chicks,Foxes attack and kill two of the Great Bustard chicks recently introduced to Salisbury Plain.,Sci/Tech
1135_train,Adobe improves collaboration and security features in Acrobat 7,"Adobe Acrobat 7 will be available in December. It will support 3D images and complex electronic forms through an additional product called Adobe Livecycle Designer 7. Mark Wheeler, senior enterprise marketing ",Sci/Tech
1136_train,Creative Zen Micro 5GB music player,&lt;strong&gt;&lt;cite&gt;Reg&lt;/cite&gt; review&lt;/strong&gt; Mobile phone styling comes to the MP3 world,Sci/Tech
1137_train,Sony vs. Big Apple,"Sony (NYSE: SNE) is taking one more step toward making its Walkman a more formidable contender in the digital music wars. According to several news agencies, Sony is launching a new Walkman with a hard drive and support of the popular MP3 format.",Sci/Tech
1138_train,Retooled Varsity Group Set to Return to Nasdaq,"Shares of Varsity Group Inc., the online bookseller that rose to prominence during the e-commerce boom only to stumble badly, will return to trading on the Nasdaq National Market this morning.",Sci/Tech
1139_train,"AMD, Intel Stick with Speed for Gamers","Both AMD and Intel are preparing to unveil new, ultra high-end processor refreshes later this month that will push the 3.5 GHz mark.",Sci/Tech
113_train,Bell-ringer ban strikes sour note,"DONATING: Summer Ramson,3, gets a hand from her grandmother, Barbara Daliposon, left, and Salvation Army volunteer Donna Clark as she donates money Friday at an Albertsons store on Plumb Lane in Reno.",Business
1140_train,PayPal Outage Effects Online Retailing and eBay,PayPal Outage Effects Online Retailing and eBay\\eBay Inc.''s online payment system PayPal said on Tuesday that account data and personal information were not compromised by a glitch in the new system update that has resulted in some users not being able to log into their accounts and also PayPal not ...,Sci/Tech
1141_train,Half Life 2 wait starts stopping to be a wait,"THIS MORNING, OR late this evening as we call it here in Britain,the long Half-Life 2 wait will start to be over. You get the multiplayer version, Counter-Strike: Source, the full enchilada at that moment.",Sci/Tech
1142_train,More Election Response,"\\More and more bloggers are waking to the news:\\Lessig : \\...\\''Bush has won the popular vote. And it would take a freak of nature to imagine\the 220,000 provisional ballots would fall strongly enough to shift Ohio. He\will win the College. He is our President - legitimately, and credibly.''\\''Our criticism of this administration must now focus narrowly and sharply: on\the policies, not on the credibility of the man.''\\Joi Ito :\\''As Larry says, ''It''s over. Let it go.'' Jon is saying, ''Don''t complain -\organize!'' Although the previous post about the wacky voting system is\interesting, it''s unlikely that any sort of recount or technicality will\change the fact that today, the people of the Uni ...\\",Sci/Tech
1143_train,ECI Conferencing Services Renews WebEx Contract; Adds Enterprise &lt;b&gt;...&lt;/b&gt;,"WAYNE, NJ --(Business Wire)-- Nov. 10, 2004 -- ECI Conferencing Services, the largest, privately-held full-service audio and web conferencing provider, today announced it has renewed its partnership contract ",Sci/Tech
1144_train,Microsoft offers governments sharing tools,"As part of its ongoing efforts to woo public sector customers, Microsoft Corp. has begun giving governments tools for collaborating and sharing technology information with other organizations so that they can learn from each other''s experiences and cut development costs.",Sci/Tech
1145_train,Coming soon: the eight-hour notebook battery,"&lt;strong&gt;IDF Fall ''04&lt;/strong&gt; Well, soon-ish",Sci/Tech
1146_train,"Microsoft, Yahoo extend contract for Web ads","Microsoft has extended its partnership with Yahoo to deliver sponsored search results on its U.S. and international MSN sites, despite the software maker''s recent declarations that it intends to be a major force in the search market.",Sci/Tech
1147_train,Multiplayer Games Coming to Cell Phones,"As millions buy increasingly powerful cell phones, many companies are racing to develop video games to take advantage of the newfound portability.",Sci/Tech
1148_train,The science of hurricanes,"The BBC''s Peter Gibbs explains why hurricanes happen, and what can be done to limit their impact.",Sci/Tech
1149_train,''Climate Witnesses'' Testify About Warming (AP),"AP - A Nepalese Sherpa fears his mountain valley will be flooded by melting glacier runoff high in the Himalayas. A Fiji islander frets about rising sea levels, while villagers cope with the destruction of mangrove swamps in India.",Sci/Tech
114_train,"US bank mergers good for stability, says Greenspan","Alan Greenspan, Federal Reserve chairman, said yestedray that the wave of US bank mergers since 1995 had increased the stability of the financial sector.",Business
1150_train,F5 jams new tools into traffic manager,SAN FRANCISCO - The many new mechanisms to secure and speed up applications running on networks are heading for consolidation that should make it easier and less expensive to deliver the kind of performance end users want.,Sci/Tech
1151_train,Tokyo Edge: New Choices in Digital Entertainment,"PC and home theater make sleek package, while new portable music devices abound.",Sci/Tech
1152_train,VeriSign creates kid credentials,VeriSign and a children #39;s safety group unveiled a new technology on Thursday that they said would make it easier for children to avoid child predators online.,Sci/Tech
1153_train,PalmSource settles Digeo patent suit,The software developer will become a licensee of the Digeo technology in the case.,Sci/Tech
1154_train,Broadband to boom in new EU countries,"Despite their current low rates of broadband penetration, the ten new countries that joined the EU in May are poised for rapid growth in high-speed internet use, thanks ",Sci/Tech
1155_train,XM Satellite Radio to Broadcast on Web (AP),"AP - XM Satellite Radio Holdings Inc. will soon begin broadcasting some of its stations to subscribers over the Internet, fresh on the heels of the company''s discontinuation of a receiver for PCs that some users used to circumvent the music industry''s crackdown on illegal file sharing.",Sci/Tech
1156_train,"Glitches hit Dell gear, Microsoft software",Dell says that millions of notebook power adapters could put users at risk. Also: Office flaw could allow attacks.,Sci/Tech
1157_train,Borland to tout tool for building Microsoft apps,"San Jose, Calif. - Borland Software at its BorCon conference here on Monday will preview the upcoming Diamondback release of its Delphi development tool for the Microsoft platform, which is to support development via managed code.",Sci/Tech
1158_train,FCC to Allow Wireless Access on Planes (AP),AP - Passengers taking to the skies for U.S. flights could be checking e-mail and surfing the Web through high-speed Internet connections in a couple of years. And the day when travelers can chat away on cell phones while in flight might not be far behind.,Sci/Tech
